EV	ER	Voc. Overlap	ENTR	S1	S2	IE_S1	ER_S1	IE_S2	ER_S2	SR/S1/ER	SR/S1/ENTR	SR/S2/ER	SR/S2/ENTR	dialogue_count	mname	history_length	num_samples	weight	topk
0.17	0.33	0.39	1.60	Human 1	Human 2	0.82	0.14	0.18	0.54	0.34	0.96	0.41	0.96	60	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.16	0.32	0.39	1.18	Human 1	Human 2	0.80	0.18	0.20	0.49	0.41	0.91	0.43	0.73	61	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.32	0.31	0.75	Human 1	Human 2	0.50	0.25	0.50	0.38	0.27	0.62	0.43	1.04	62	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.14	0.34	0.32	0.72	Human 1	Human 2	0.85	0.17	0.15	0.52	0.37	0.56	0.44	0.97	63	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.35	0.29	1.08	Human 1	Human 2	0.78	0.16	0.22	0.45	0.28	0.00	0.55	1.32	64	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.31	0.32	1.30	Human 1	Human 2	0.76	0.16	0.24	0.43	0.28	0.75	0.48	1.04	65	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.32	0.33	0.59	Human 1	Human 2	0.64	0.22	0.36	0.39	0.35	0.46	0.57	1.41	66	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.13	0.30	0.32	1.23	Human 1	Human 2	0.73	0.17	0.27	0.44	0.26	0.61	0.47	1.22	67	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.13	0.30	0.30	1.24	Human 1	Human 2	0.74	0.12	0.26	0.47	0.37	0.97	0.46	1.48	68	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.13	0.26	0.30	1.05	Human 1	Human 2	0.69	0.14	0.31	0.37	0.41	0.96	0.58	1.28	69	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.17	0.35	0.39	1.22	Human 1	Human 2	0.88	0.11	0.12	0.54	0.29	0.00	0.39	0.41	70	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.14	0.29	0.28	0.58	Human 1	Human 2	0.57	0.20	0.43	0.36	0.23	0.50	0.31	0.55	71	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.14	0.31	0.31	0.86	Human 1	Human 2	0.70	0.16	0.30	0.52	0.38	0.69	0.51	0.52	72	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.08	0.19	0.17	0.56	Human 1	Human 2	0.72	0.10	0.28	0.26	0.21	0.43	0.49	1.84	73	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.05	0.11	0.15	0.38	Human 1	Human 2	0.78	0.04	0.22	0.13	0.17	0.86	0.57	2.05	74	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.10	0.27	0.25	0.83	Human 1	Human 2	0.65	0.19	0.35	0.30	0.29	0.76	0.69	2.36	75	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.20	0.23	0.20	Human 1	Human 2	0.58	0.15	0.42	0.24	0.17	0.72	0.39	0.45	76	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.16	0.29	0.32	1.08	Human 1	Human 2	0.72	0.22	0.28	0.32	0.31	0.00	0.52	0.86	77	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.11	0.29	0.22	0.68	Human 1	Human 2	0.71	0.22	0.29	0.36	0.40	0.51	0.44	0.72	78	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.10	0.27	0.22	0.99	Human 1	Human 2	0.48	0.25	0.52	0.28	0.27	0.49	0.59	1.83	79	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.36	0.39	1.25	Human 1	Human 2	0.85	0.12	0.15	0.54	0.21	0.52	0.40	1.07	80	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.14	0.32	0.30	1.10	Human 1	Human 2	0.67	0.22	0.33	0.41	0.32	0.34	0.42	1.38	81	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.11	0.28	0.26	0.80	Human 1	Human 2	0.78	0.15	0.22	0.40	0.37	0.69	0.42	0.62	82	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.14	0.29	0.40	0.00	Human 1	Human 2	1.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00	83	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.33	0.35	1.44	Human 1	Human 2	0.59	0.22	0.41	0.41	0.18	0.00	0.42	1.13	84	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.17	0.31	0.35	1.08	Human 1	Human 2	0.84	0.14	0.16	0.51	0.17	0.00	0.35	0.89	85	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.31	0.30	1.27	Human 1	Human 2	0.68	0.20	0.32	0.45	0.44	1.08	0.57	1.39	86	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.33	0.31	0.64	Human 1	Human 2	0.68	0.24	0.32	0.41	0.34	0.64	0.42	0.83	87	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.34	0.40	1.15	Human 1	Human 2	0.71	0.17	0.29	0.47	0.33	0.52	0.58	1.13	88	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.13	0.25	0.24	0.81	Human 1	Human 2	0.68	0.15	0.32	0.31	0.27	0.47	0.49	1.25	89	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.13	0.32	0.30	1.50	Human 1	Human 2	0.80	0.14	0.20	0.52	0.45	1.05	0.59	1.74	90	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.10	0.29	0.29	0.46	Human 1	Human 2	0.63	0.17	0.37	0.39	0.40	0.83	0.62	1.78	91	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.15	0.30	0.28	1.08	Human 1	Human 2	0.72	0.18	0.28	0.43	0.41	0.83	0.46	0.93	92	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.25	0.26	0.61	Human 1	Human 2	0.90	0.13	0.10	0.39	0.24	0.38	0.43	1.25	93	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.28	0.30	1.07	Human 1	Human 2	0.53	0.24	0.47	0.32	0.37	1.04	0.59	1.70	94	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.12	0.25	0.26	0.55	Human 1	Human 2	0.54	0.22	0.46	0.27	0.23	0.00	0.49	1.50	95	meta-llama/Llama-2-7b-chat-hf	6	10	750	20
0.17	0.40	0.49	1.06	Human 1	Human 2	0.66	0.17	0.34	0.57	0.22	0.59	0.51	0.99	0	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.25	0.31	1.06	Human 1	Human 2	0.60	0.14	0.40	0.32	0.08	0.00	0.49	1.13	1	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.28	0.31	0.85	Human 1	Human 2	0.68	0.21	0.33	0.33	0.32	0.43	0.32	0.46	2	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.25	0.23	0.76	Human 1	Human 2	0.63	0.18	0.37	0.32	0.30	0.64	0.47	0.75	3	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.27	0.27	0.94	Human 1	Human 2	0.80	0.13	0.20	0.37	0.17	0.00	0.26	0.89	4	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.27	0.22	0.76	Human 1	Human 2	0.71	0.16	0.29	0.34	0.23	0.00	0.58	1.39	5	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.25	0.25	0.79	Human 1	Human 2	0.81	0.15	0.19	0.31	0.24	0.59	0.35	1.30	6	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.11	0.28	0.25	0.91	Human 1	Human 2	0.61	0.18	0.39	0.36	0.30	0.85	0.61	1.59	7	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.25	0.25	0.59	Human 1	Human 2	0.73	0.18	0.27	0.32	0.38	0.59	0.45	0.94	8	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.33	0.32	1.07	Human 1	Human 2	0.70	0.18	0.30	0.54	0.38	1.01	0.47	0.88	9	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.19	0.30	0.69	Human 1	Human 2	0.70	0.11	0.30	0.28	0.26	0.40	0.25	0.80	10	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.32	0.27	0.95	Human 1	Human 2	0.68	0.25	0.32	0.41	0.39	0.40	0.46	0.63	11	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.31	0.34	1.03	Human 1	Human 2	0.70	0.18	0.30	0.41	0.37	0.98	0.49	0.85	12	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.30	0.31	1.25	Human 1	Human 2	0.68	0.15	0.33	0.41	0.36	0.50	0.53	1.18	13	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.29	0.26	0.76	Human 1	Human 2	0.54	0.28	0.46	0.30	0.38	1.05	0.35	0.25	14	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.28	0.29	1.19	Human 1	Human 2	0.67	0.12	0.33	0.38	0.21	0.00	0.43	0.60	15	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.31	0.28	1.10	Human 1	Human 2	0.69	0.20	0.31	0.39	0.27	0.76	0.35	0.64	16	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.26	0.27	0.80	Human 1	Human 2	0.68	0.20	0.32	0.30	0.25	0.00	0.44	0.95	17	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.17	0.32	0.33	1.60	Human 1	Human 2	0.66	0.21	0.34	0.39	0.31	0.87	0.33	1.00	18	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.35	0.31	0.99	Human 1	Human 2	0.79	0.21	0.21	0.44	0.34	0.35	0.36	0.40	19	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.33	0.32	1.30	Human 1	Human 2	0.76	0.21	0.24	0.45	0.41	1.19	0.42	0.73	20	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.28	0.28	0.84	Human 1	Human 2	0.69	0.16	0.31	0.37	0.24	0.00	0.51	1.22	21	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.32	0.32	1.44	Human 1	Human 2	0.59	0.11	0.41	0.48	0.23	0.00	0.48	1.10	22	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.29	0.28	0.39	Human 1	Human 2	0.66	0.23	0.34	0.33	0.36	1.14	0.46	1.10	23	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.19	0.27	0.82	Human 1	Human 2	0.47	0.18	0.53	0.20	0.19	0.81	0.52	1.40	24	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.23	0.22	1.48	Human 1	Human 2	0.70	0.12	0.30	0.31	0.36	1.43	0.32	1.13	25	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.11	0.26	0.25	0.79	Human 1	Human 2	0.82	0.14	0.18	0.33	0.18	0.00	0.51	1.63	26	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.32	0.32	0.79	Human 1	Human 2	0.81	0.13	0.19	0.47	0.18	0.62	0.46	0.93	27	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.31	0.27	0.71	Human 1	Human 2	0.71	0.20	0.29	0.42	0.28	0.51	0.35	0.52	28	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.34	0.34	0.80	Human 1	Human 2	0.78	0.25	0.22	0.44	0.44	0.85	0.45	0.96	29	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.11	0.23	0.21	0.45	Human 1	Human 2	0.82	0.10	0.18	0.29	0.24	0.59	0.44	0.96	30	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.31	0.35	1.32	Human 1	Human 2	0.82	0.09	0.18	0.56	0.37	0.77	0.45	0.97	31	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.17	0.36	0.43	1.77	Human 1	Human 2	0.90	0.04	0.10	0.62	0.23	0.54	0.53	1.64	32	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.32	0.30	1.01	Human 1	Human 2	0.74	0.21	0.26	0.44	0.33	0.77	0.47	1.68	33	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.28	0.27	0.56	Human 1	Human 2	0.73	0.22	0.27	0.34	0.34	0.49	0.35	0.59	34	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.28	0.28	0.66	Human 1	Human 2	0.63	0.25	0.37	0.30	0.27	0.36	0.41	0.88	35	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.16	0.19	0.79	Human 1	Human 2	0.72	0.17	0.28	0.16	0.25	0.89	0.54	1.60	36	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.31	0.33	0.67	Human 1	Human 2	0.74	0.20	0.26	0.41	0.36	0.62	0.48	0.91	37	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.31	0.33	1.02	Human 1	Human 2	0.67	0.20	0.33	0.41	0.31	0.59	0.48	1.18	38	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.06	0.08	0.09	0.92	Human 1	Human 2	1.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00	39	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.24	0.25	0.40	Human 1	Human 2	0.75	0.21	0.25	0.26	0.38	0.88	0.55	1.62	40	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.30	0.27	0.55	Human 1	Human 2	0.63	0.23	0.38	0.37	0.28	0.74	0.49	1.07	41	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.29	0.26	0.95	Human 1	Human 2	0.74	0.17	0.26	0.41	0.32	0.76	0.41	0.74	42	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.27	0.30	0.93	Human 1	Human 2	0.63	0.18	0.37	0.35	0.36	1.01	0.34	0.99	43	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.09	0.20	0.20	0.70	Human 1	Human 2	0.43	0.25	0.57	0.19	0.17	0.72	0.58	1.67	44	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.11	0.21	0.22	0.93	Human 1	Human 2	0.71	0.19	0.29	0.22	0.16	0.00	0.61	1.22	45	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.29	0.34	1.01	Human 1	Human 2	0.87	0.06	0.13	0.51	0.26	0.33	0.37	0.88	46	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.26	0.30	0.59	Human 1	Human 2	0.57	0.22	0.43	0.28	0.25	0.95	0.44	0.49	47	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.29	0.27	0.83	Human 1	Human 2	0.66	0.20	0.34	0.36	0.27	0.40	0.45	0.83	48	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.30	0.30	0.95	Human 1	Human 2	0.69	0.17	0.31	0.42	0.34	0.64	0.45	0.92	49	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.25	0.28	0.48	Human 1	Human 2	0.61	0.21	0.39	0.30	0.26	0.61	0.52	1.51	50	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.29	0.29	0.86	Human 1	Human 2	0.72	0.15	0.28	0.43	0.33	0.44	0.54	0.95	51	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.24	0.26	0.39	Human 1	Human 2	0.82	0.17	0.18	0.29	0.43	0.66	0.26	0.31	52	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.27	0.27	1.17	Human 1	Human 2	0.86	0.17	0.14	0.36	0.41	1.24	0.36	0.67	53	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.33	0.30	1.09	Human 1	Human 2	0.83	0.18	0.17	0.49	0.32	0.30	0.56	1.39	54	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.29	0.26	1.11	Human 1	Human 2	0.77	0.21	0.23	0.37	0.36	1.07	0.37	1.26	55	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.27	0.33	1.12	Human 1	Human 2	0.74	0.18	0.26	0.33	0.29	0.40	0.48	1.38	56	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.30	0.31	0.77	Human 1	Human 2	0.60	0.23	0.40	0.37	0.30	0.41	0.50	1.13	57	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.23	0.31	1.36	Human 1	Human 2	0.71	0.13	0.29	0.34	0.30	1.15	0.44	1.25	58	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.37	0.39	1.12	Human 1	Human 2	0.68	0.25	0.32	0.47	0.42	0.82	0.52	1.18	59	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.31	0.28	1.01	Human 1	Human 2	0.76	0.20	0.24	0.42	0.34	0.96	0.46	1.32	60	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.34	0.36	1.34	Human 1	Human 2	0.76	0.20	0.24	0.51	0.41	0.91	0.44	0.85	61	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.28	0.23	0.87	Human 1	Human 2	0.46	0.24	0.54	0.31	0.27	0.62	0.63	1.29	62	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.36	0.33	1.18	Human 1	Human 2	0.79	0.14	0.21	0.54	0.37	0.56	0.52	0.82	63	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.31	0.31	1.16	Human 1	Human 2	0.73	0.20	0.27	0.38	0.28	0.00	0.40	0.53	64	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.28	0.31	0.85	Human 1	Human 2	0.79	0.16	0.21	0.41	0.28	0.75	0.35	0.67	65	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.14	0.25	0.27	0.39	Human 1	Human 2	0.58	0.23	0.42	0.26	0.35	0.46	0.38	0.63	66	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.26	0.31	0.96	Human 1	Human 2	0.60	0.20	0.40	0.30	0.26	0.61	0.53	0.87	67	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.17	0.37	0.37	0.91	Human 1	Human 2	0.84	0.12	0.16	0.59	0.37	0.97	0.57	1.19	68	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.16	0.24	0.35	1.02	Human 1	Human 2	0.79	0.12	0.21	0.37	0.41	0.96	0.51	0.95	69	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.30	0.29	0.93	Human 1	Human 2	0.75	0.14	0.25	0.41	0.29	0.00	0.41	0.73	70	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.19	0.20	0.71	Human 1	Human 2	0.50	0.16	0.50	0.20	0.23	0.50	0.49	1.82	71	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.31	0.31	1.02	Human 1	Human 2	0.77	0.13	0.23	0.54	0.38	0.69	0.51	0.87	72	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.25	0.26	0.81	Human 1	Human 2	0.69	0.16	0.31	0.32	0.21	0.43	0.45	0.63	73	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.10	0.16	0.23	0.85	Human 1	Human 2	0.93	0.04	0.07	0.21	0.17	0.86	0.51	1.77	74	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.30	0.29	0.98	Human 1	Human 2	0.69	0.24	0.31	0.34	0.29	0.76	0.62	2.02	75	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.12	0.19	0.20	0.61	Human 1	Human 2	0.63	0.19	0.37	0.19	0.17	0.72	0.32	0.00	76	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.15	0.30	0.29	0.81	Human 1	Human 2	0.76	0.15	0.24	0.39	0.31	0.00	0.45	0.63	77	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
0.13	0.30	0.24	0.67	Human 1	Human 2	0.59	0.26	0.41	0.35	0.40	0.51	0.43	0.73	78	meta-llama/Llama-2-7b-chat-hf	6	10	875	20
